Gene	Hits	Length
CNOT6L	4	106004
AKR7L	0	8093
AKR7A2P1	0	1324
SLC17A8	1	64981
RNASEH1	0	13250
AFG1L	14	228154
PELI3	0	11011
LINC00314	2	9847
POLR2J2	2	34982
MTVR2	0	812
ALOX15B	1	10094
MTOR	2	156021
ALPI	0	3910
FRG1	4	22386
FRZB	2	33494
ALPL	2	69048
FSHR	14	192371
NR5A2	10	149821
FTH1	0	3376
FTH1P3	0	954
ABL1	7	173795
ALPP	0	4252
ALPG	0	3873
FTL	0	1571
ADAM2	11	94554
FUCA1	1	23288
FUCA2	0	17072
GAST	0	3644
FUS	0	14762
FUT1	0	7380
FUT2	0	9964
FUT3	0	8587
FUT4	1	6048
FUT5	0	38188
FAM197Y2	7	175697
TTTY16	0	1891
TTTY18	0	509
TTTY20	0	4953
TTTY19	0	812
TTTY22	0	12093
NEIL2	2	17683
STXBP4	20	195324
FNDC5	0	10214
FUT8	11	333530
HEPACAM2	1	37884
TECRL	13	131002
CUTALP	0	11332
LINGO1-AS1	0	7476
KDSR	1	39536
LINC00612	0	9482
PRR14L	2	73388
EPHX4	3	33561
SERHL2	1	20464
ACKR1	0	2488
RICTOR	12	136480
ZNF503-AS1	3	65296
FYB1	14	165406
EIF4E1B	2	15960
FYN	7	213121
IPMK	1	76417
ZBTB38	13	125578
FZD2	0	3819
LCLAT1	9	196969
LINC02052	2	38681
TMEM244	5	30028
ANKRD18A	8	77125
IFI6	0	6153
MMS22L	5	141025
TTC41P	1	86463
WASHC2C	1	65765
EBF3	6	128596
WDR27	8	244857
CERS6	25	318886
G6PC1	1	13637
MSRB3	7	188265
ZDHHC20	2	86799
CRMA	0	7331
G6PD	1	16182
ANGPTL5	6	25849
YTHDF3	1	44235
RALGAPA1	16	270875
CACNA1G-AS1	0	5902
SFTA3	1	46324
KCTD13	1	19889
ASPHD1	1	18807
METAP1D	6	80784
UBN2	5	76752
LRRC43	0	35753
BRWD3	6	140247
LINC01342	0	7038
ZNRD2-DT	0	1194
EHBP1L1	0	16608
NIFK-AS1	1	78907
CXorf58	4	31502
FBXO33	2	36128
TTLL10	0	24028
TSGA10IP	1	14320
SLC37A4	1	6556
RNF169	7	93546
CALHM5	0	6902
BPIFC	5	50600
LCORL	14	178645
CNIH2	0	6014
AKNAD1	7	147602
PHYHD1	1	21147
GAGE1	1	19022
ZDHHC24	0	25119
MCM9	5	121716
PROSER2	1	48880
SLC41A1	1	23941
C11orf86	0	1726
MEIOB	2	50249
LPCAT4	2	8307
MIR9-3HG	2	30389
XRCC6	0	42758
LYG2	4	12860
VXN	1	25269
TMEM256	0	1158
ZDHHC23	0	15464
LOC254896	3	19203
GAB1	8	137736
LCE5A	1	1334
KRTAP15-1	0	453
REXO1L1P	8	271477
OR1L4	0	936
LINC00879	25	237977
MPV17L	0	13933
LINC00957	1	5248
TMEM86B	0	2631
CBARP	0	8044
TAC4	0	9709
CASC2	10	163334
GABPA	4	37514
CFAP65	3	38706
TMCO4	7	118053
CFAP299	40	628037
IGFBP7-AS1	4	95538
LINC01018	0	6327
PLA2G4F	0	15508
MCOLN2	5	71531
ANKK1	1	12628
LRRC57	0	6283
MYADML2	0	7589
GABPB1	6	78217
CT47A11	0	17898
EPGN	1	8334
LHFPL7	0	4107
MBLAC1	0	1802
TCP11L2	3	44212
GABRA1	2	52769
ZNF718	11	103264
TEX49	2	38352
RASGEF1C	2	108336
TBX5-AS1	1	4638
RNF144B	6	81525
GABRA2	11	140841
TOLLIP-DT	0	1000
ELMOD2	0	29613
GABRA3	17	284198
H2BC1	0	437
LINC01743	0	8249
GABRA4	12	75508
OR52B2	0	972
PCSK9	2	25378
NPNT	4	76232
DYNLT2B	0	27076
PDZD9	1	17246
INAFM1	0	1322
SMCO1	0	8488
SDHAP1	0	30359
BCL6B	0	6593
GABRA6	2	16941
CNEP1R1	0	11811
PAN3	8	156833
GABRB1	22	395153
ANKRD31	16	168582
LINC01619	17	157696
ZNF549	1	13552
COL6A5	8	139332
GABRB2	31	259695
SYCE2	0	20193
OR4S1	0	930
STEAP1B	4	80839
NAPSB	0	10949
NUDT14	0	8387
PTF1A	0	1722
GABRD	0	11425
NATD1	1	14395
CCDC110	1	26576
LMNTD2	0	5930
RPS2P32	0	1025
GK5	4	68081
EML3	0	10547
SCML4	11	122158
SERPINA11	1	10322
GABRE	0	21556
ST6GALNAC3	26	556281
MFSD8	2	48180
TMEM151A	0	4763
GABRG1	7	88296
TCERG1L	8	219330
LYSMD2	3	28390
GABRG2	5	87898
BCLAF3	3	57403
NUTM1	1	14416
GABRG3	20	561945
GLIPR1L1	3	35707
WDR72	14	249138
GABRP	4	30328
C10orf67	4	28253
H2AZ1-DT	0	1985
OR51F1	0	939
GABRR1	3	53785
NPB	0	710
KANK3	0	20679
HEATR9	2	13936
SUN3	2	41971
SERINC5	5	144849
ALX3	0	10326
GABRR2	2	58179
TINCR	0	9828
FRMD3	22	295444
CATSPERE	10	185984
CATSPERD	0	58055
PLCXD2	9	171772
GAD1	4	44460
ZNF683	0	11142
ARHGAP30	0	23029
GCSAM	1	12465
RNF214	4	53064
C9orf43	1	18945
CFAP126	0	3153
NEGR1	61	879781
GPX6	0	12498
DSCR9	0	13234
SHPRH	4	79615
CCDC96	0	2153
KLHL34	0	2840
UTS2B	5	63382
NA	0	1028
MOCS2-DT	0	5266
TAB3	10	147643
GAGE2C	2	97036
C2orf72	1	12147
FAM133B	1	29635
SHC2	1	44414
GAGE4	2	77965
ANKS4B	1	18735
HYPK	0	3686
PRPF40B	0	21256
SLC24A2	29	279568
C22orf31	0	3248
TBC1D22A	15	412825
YWHAH-AS1	1	11830
CBY1	1	17198
SUN2	0	59443
RASGRP3	8	128383
RAB3GAP2	5	124234
DGCR11	0	2214
NA	0	2415
RAD54B	5	103156
TMEM59L	0	8168
NGEF	6	134556
CIZ1	5	38319
FBXO7	1	24112
FSCN2	0	8740
PGLS	1	9666
BRI3	0	11297
AMBN	0	15030
SLC39A6	3	20864
GCA	0	18566
SPDEF	0	18532
LSM4	0	16962
BAMBI	0	5445
RHBDD3	0	8071
TTLL1	2	49912
GALC	8	155846
POM121L1P	0	12985
SAMM50	1	41152
ATXN10	14	173510
TAFA5	7	262457
KLK5	0	9786
NOCT	1	30153
ARIH1	7	112230
MTO1	0	39726
TPSG1	0	3604
PRDX5	0	3736
TMEM184B	0	53743
B4GALNT1	0	7345
SULT4A1	1	37992
HECTD1	6	107592
NBPF14	40	343288
POU2F3	5	83305
MGAT4C	72	859645
NIPBL	18	189061
RAB26	1	5997
COG4	5	42986
GALK1	0	7263
METTL7A	0	7767
YIPF3	0	5164
PP7080	0	2456
ANAPC13	0	8320
PARM1	13	117041
ZNF345	4	62671
TECPR1	0	36809
ARMC8	9	111114
DCAF12	2	40391
FAM149A	0	28603
BRMS1	0	7779
CATSPERZ	0	5422
PART1	5	59945
WHRN	2	103377
USP49	6	97717
ABHD14A	0	6175
PRKD2	2	42812
GALR1	2	20089
SUMF2	0	16449
NEPRO	0	17264
RPL36	0	1407
MPC2	1	20395
SPEF1	0	3952
MXRA5	2	38076
DCAF13	2	28739
GALNS	0	43233
TMEM186	0	2469
CHRDL2	1	34713
POLR1A	5	79828
ZNF473	0	22820
ABI3BP	15	244156
PAMR1	9	98473
TRIM58	1	39642
PLEKHG4	0	11991
EEF1AKMT3	0	9942
INTS7	8	95262
RNF19A	6	53092
RCHY1	3	35394
AMBP	1	18345
GALNT2	15	224340
IFFO1	1	17711
CCDC28A	1	19800
MTHFD1L	9	236209
OLFML2B	4	40663
CNOT10	7	88731
ANAPC15	0	6399
TMEM158	0	1859
AHCTF1	4	92325
GALNT3	3	46857
DPCD	2	21322
C1orf43	0	14091
POT1	7	107598
RTTN	11	201920
NDUFAF3	0	3019
THUMPD3	2	23759
ALS2CL	0	24710
ZDHHC5	3	33186
HSPA12A	5	179014
ATL3	0	43008
SGMS1	13	319579
NALCN	32	362714
DSCR10	0	2489
TMIE	0	9591
WFDC11	1	21677
MYRIP	25	450509
WFDC9	0	23330
ZNF521	14	290327
NOL11	0	26206
ASPM	3	62568
CNRIP1	0	35881
SOSTDC1	4	69100
BOD1L1	5	58963
MDS2	2	59072
TAS2R39	0	1017
TAS2R40	1	972
TAS2R31	0	1021
TAS2R46	0	930
TAS2R19	0	900
TAS2R20	0	1914
TAS2R50	0	1000
PTPN23	0	32441
IL4I1	1	42350
FAM205A	1	6486
CLIC4	3	99056
NIPSNAP3A	2	25221
NSL1	3	65645
WWTR1	12	186094
SAMHD1	2	60020
FAM98A	0	15634
TPGS2	3	49192
SIN3A	3	86405
ZNF385A	3	22164
SYF2	1	10247
GANC	5	80009
PNKD	1	76402
SEC31B	2	43234
PNISR	1	25367
KANK2	0	33525
GAP43	8	98184
ADGRA2	3	47104
VIRMA	5	65742
TMEM87A	4	63030
C2CD2	1	68781
GAPDH	1	3953
SH2B1	1	27525
UNC50	0	9936
PARS2	1	7656
MMACHC	1	10884
TIPARP	2	32353
NECAP1	0	15567
CHMP2B	1	28286
DHRS7B	3	65045
AAR2	0	20525
DNAH1	1	84179
NGDN	0	8505
KRT23	1	14885
TSKU	1	15842
HINFP	0	13533
ULK3	0	7094
SNED1	2	95389
HIGD1A	1	21628
REXO2	3	10893
IBTK	9	77493
CLIP3	0	18236
TBC1D10B	0	13101
RNF167	0	4888
MOXD1	9	105471
GORASP2	1	38696
C2CD3	10	158302
TKFC	0	15578
ZZZ3	7	118915
SPATS2L	7	176383
TENM4	46	787368
NSMF	0	11764
L3MBTL1	3	43274
FAM32A	0	6623
LRIG1	1	121625
UPF2	6	123149
LRP10	0	8627
TMEM98	0	13740
PTCD1	0	22101
ACOT11	3	92488
NSUN5P2	1	21039
PLEKHG3	2	39868
OSBPL3	11	183597
SUSD5	2	69171
ATRNL1	64	855373
IPCEF1	21	356136
TFAMP1	1	2223
GLCE	2	111572
ZNF451	3	80291
SIPA1L1	13	272219
CHD5	0	78348
SS18L1	0	38745
SETBP1	24	388338
MAGI3	21	295071
PRSS33	1	2755
PYDC1	0	1113
FDCSP	0	9181
LRRTM2	0	5979
LTN1	4	64812
CNTNAP2	158	2304636
ZNF500	0	16352
SLITRK5	0	7001
PPP1R16B	1	117320
DNM3	43	576950
AUTS2	48	1193981
SENP6	6	116373
ANKRD17	8	184001
HACL1	5	113418
HYAL6P	0	5292
DECR2	0	10630
RAI14	12	176285
MYRF-AS1	0	3636
RTL8A	0	1259
POLDIP2	0	10945
CFAP61	21	308189
GNAO1-AS1	0	1909
FAM230C	4	36720
LINC02249	8	177430
TBC1D29P	1	4468
ARHGEF26	9	136825
KLK13	0	8905
GPSM1	0	32126
GGA1	0	25091
ABHD12	3	96240
HERC4	11	153448
TOR1AIP1	1	38036
DCAF4	3	33318
PTPN20	96	2277802
CHTOP	1	12325
EDRF1	5	44629
SZRD1	0	31119
WIPI2	0	43652
DKFZP434A062	0	4782
LRIT1	0	9942
PYGO1	4	42830
CCDC69	1	43042
TANC2	36	418170
WSB1	0	19540
TCTN3	3	30748
FGFR1OP2	0	28277
KIFBP	0	28263
GAPVD1	5	103180
TRPC4AP	4	90412
SERBP1	4	22631
TES	1	48291
ZBTB20	66	809181
LINC00588	1	5189
IRF2BP1	0	2511
TRAF3IP1	2	80357
PHF19	0	21676
ZNF658	8	75716
LRRC32	0	13224
RIBC2	0	18731
NAT9	0	5785
ZNF337	0	22619
KIF26A	0	42176
ABCA12	10	206886
GIMAP2	0	7935
IFT172	1	45332
RGS22	3	145069
PCDHB5	0	2905
GARS1	4	39468
TIPRL	1	23181
STEAP2	5	70089
INTS1	0	34106
LYSET	0	2136
GART	2	38961
OR1F2P	0	985
OR1C1	0	945
OR1A2	0	930
PTPN22	5	57943
GAS2	12	146388
GMEB2	0	39427
SPAG8	0	4478
GAS6	2	43525
OR2F1	1	1089
OR2B6	0	942
OR1J4	0	942
GAS8	0	25311
DGCR5	1	60732
NA	0	927
FBXL21P	1	21275
FBXL3	0	21943
ARL5A	3	39418
PHGDH	2	32431
STAP1	5	48610
GATA1	2	7736
TIAM2	10	425027
FBXL9P	2	19860
FBXO2	0	6471
FBXL4	6	74249
LINC01558	1	12321
FAM50B	0	1920
OR2M4	0	936
OR2K2	0	951
KLHL3	5	118591
OPTC	1	14807
BLOC1S6	0	22493
FBXW8	3	120193
GATA4	5	83042
FBXO25	6	63068
FBXO24	0	14785
TSPAN17	0	11672
FBXO22	1	31409
SLC13A4	2	46947
FBXO10	4	78041
FBXO9	4	35875
FBXO8	6	47593
GATA6	2	33088
FBXO6	0	10260
FBXO4	2	16317
HIBCH	3	115412
VPS33B	2	24060
TINF2	0	3030
SACS	4	104906
PLA2G2D	0	6917
GATM	2	17659
IL1RAPL2	79	1200827
FGF20	2	9341
CLDN17	0	731
ARFGAP3	1	60877
ANKRD2	0	11386
AK5	22	277993
GBA1	0	10415
GALNT8	2	52141
FGF21	0	2767
MYCBP	1	10889
SERGEF	14	225041
EHF	2	42247
GBGT1	0	10962
NIPSNAP2	1	35606
GBE1	16	272101
GAPDHS	0	11908
OR7A17	0	930
OR5L2	0	936
OR5H1	0	942
GBP3	2	16190
FAM162A	5	25939
GBX1	1	19192
GBX2	0	2346
GC	6	63827
GCDH	0	8871
GCGR	0	9880
GCK	4	45153
GCKR	1	26845
PTPN18	0	19403
BLOC1S1	0	4054
SEZ6L2	1	28106
NUPR1	0	1834
AMELX	1	7349
GCNT1	7	87581
NARF	2	30084
SLC17A5	3	60636
CNNM3	0	19131
CNNM1	2	65232
HEYL	2	16246
MYOF	14	175889
GCNT2	6	137146
CHIC2	4	54858
INTS6	4	91575
TIMM10B	0	3235
TIMM13	0	2254
OPN1MW	4	51386
TIMM9	1	18863
TIMM8B	0	1984
AGO1	0	54491
LATS2	8	88547
TSPAN16	2	30849
DAZAP1	0	28099
GCSH	2	14429
OR10H3	0	951
OR10G3	0	942
OR10H2	0	1029
ITGB1BP2	0	3577
GDF1	2	27593
AATF	7	107997
RGS17	5	120358
SRPK3	1	9377
PCOLCE2	7	71344
OSTF1	5	58717
MYEOV	0	94829
GDF2	2	3762
BSCL2	1	19358
DUX4L8	0	24450
GREM1	0	16666
CKAP2	1	21269
MRPL46	0	7926
OR8B2	0	942
AMELY	0	8110
MSTN	1	7030
TBL2	0	9737
VCX	0	1882
GDF9	0	5699
ELP4	22	274033
GDF10	2	13351
SEC14L3	0	12819
HS6ST3	54	748724
MDGA1	3	65483
NPAS4	1	5703
RGL4	0	8403
GDNF	3	27004
NAP1L5	0	1958
OR4F4	0	918
OR4E2	0	942
OR4D1	0	933
GEM	0	13063
D21S2088E	2	23731
LINC00307	0	2633
OR2V1	0	948
OR2T1	0	1110
PIPSL	0	3776
ADGRF1	4	42270
AMFR	1	64087
GFAP	0	9927
PGBD2	1	12904
DAOA	0	25168
GFI1	0	12116
GFPT1	3	67486
OR1L3	0	975
GFRA1	7	216685
OR1J2	0	942
NUFIP1	3	50230
GAGE2E	0	7361
GFRA2	1	96817
RPS6KC1	7	222221
SH3YL1	3	46675
GFRA3	0	22185
HAVCR1	2	29440
SNORD12C	0	79
SNORD81	0	43
GGCX	0	16680
SNORD79	0	81
SNORD4B	0	74
SNORD80	0	71
SNORA72	0	132
SNORA71B	0	136
SNORA71A	0	138
SNORA70	0	135
SNORA69	0	132
GGT1	0	45255
SNORA68	0	133
SNORA66	0	133
SNORA65	0	136
SNORA64	0	134
SNORD63	0	68
SNORD62A	0	4907
SNORD61	0	73
SNORD60	0	83
SNORD59A	0	75
GGT3P	0	31791
SNORD58B	0	66
SNORD58A	0	65
SNORD54	0	63
SNORD53	0	76
SNORD51	0	70
SNORD50A	0	75
AMH	0	2960
SNORD49A	0	71
SNORD47	0	77
SNORD45B	0	71
SNORD45A	0	84
SNORD44	0	61
SNORD42B	0	67
SNORD42A	0	63
SNORD37	0	66
SNORD36C	0	67
SNORD36B	0	71
SNORD36A	0	72
SNORD34	0	66
SNORD33	0	83
SNORD32A	0	82
SNORD24	0	75
SNORA74A	0	200
RNU5F-1	20	246159
RNU5E-1	13	245257
B4GALT1	0	56718
GGT5	0	25489
STEAP1	1	10453
OPLAH	0	9418
GH2	0	1731
GHR	15	298104
GHSR	1	5166
CBLIF	0	16229
GIP	1	10038
SMR3A	1	6331
RANBP6	1	4622
COPG2	6	207519
HBP1	1	33569
GIPR	0	14216
NBEA	58	730451
GJA1	0	14129
CHORDC1	3	22936
ZNF285	2	15970
SEC22A	5	72209
AP3M1	3	30812
PABPC1	1	19172
AKAP8L	1	38975
RNF11	1	37175
TRUB2	0	13302
GPR160	3	47449
FETUB	2	17040
CYFIP2	4	129516
AMPD1	1	22520
GJA3	2	22789
DNAJC2	1	32400
USP21	1	6263
FGF22	0	3778
GJA4	0	3178
TPK1	25	384113
KCNV1	1	8844
CNPPD1	0	6114
BEX3	0	1734
DNAI1	4	62172
GJA5	2	17153
NPTN	5	73410
FOXD3	0	2068
FOXB1	2	31988
GJA8	0	6450
MLH3	1	37769
NPHP3	3	41851
ATP2C1	7	166187
ZBTB32	0	4111
ACAD8	0	12313
NOX1	3	31022
TRMT2A	0	5430
PKD2L2	5	53310
LAT	0	6579
UTP25	2	29599
PELP1	1	32954
SND1	16	440458
GJB1	0	10004
GJB2	0	5511
ANKRD1	1	9176
NSG1	1	70917
STAU2	29	327340
PPA2	6	104994
GHITM	2	14127
GJB3	0	5178
DAPP1	2	53366
LAMP3	3	40665
TSPAN13	2	30811
LYPD3	0	4886
RPUSD2	0	5131
MTBP	9	78238
FOXP1	30	629276
B3GAT1	2	33415
UQCRQ	0	2218
GJB5	0	3466
ST6GALNAC4	0	9141
CACNG5	5	50161
CACNG4	0	68539
KCNMB3	2	27302
TRAPPC3	0	19485
AMPD2	0	12552
GK	3	78102
CACYBP	1	12593
EIF2AK1	0	36983
ARRDC2	0	12968
ZBTB11	2	27706
DMAC2L	0	23230
SDCBP2	1	19325
NALF2	1	27274
BBC3	0	11945
PDE7B	25	343876
DKKL1	1	11387
DKK4	0	3089
DKK2	20	361888
INPP5J	1	26723
SMC1B	4	69556
CYTH4	0	32895
HSPB7	0	5567
GK3P	0	2232
INVS	11	201925
SNX5	1	27247
CPNE7	1	21479
KCNH5	32	394640
TJP3	0	42477
MORC1	8	159907
CIDEB	0	6184
PALD1	7	89643
FAM184B	9	149427
DENND2A	6	123067
STK36	5	30692
RSPH14	5	82649
NDOR1	0	13695
CHIA	1	29715
INGX	0	1228
AGO2	3	104383
NAAA	0	30359
SALL3	0	18695
GLS2	1	17446
GLA	0	10223
SLC39A1	0	9086
TUBG2	0	7759
IL36B	0	30773
IL37	1	5911
IL36A	0	2173
SIGLEC9	0	11384
SIGLEC8	0	7608
VPS4A	1	13660
DISC2	0	3892
DISC1	22	414459
GPC3	21	449898
IL17B	0	5009
GPR82	1	5981
HCAR1	1	2977
AMPD3	2	57259
TUBGCP4	3	34928
SULT1C4	0	9850
COQ2	2	23379
ARFIP1	6	131952
ARHGEF16	0	26531
GPKOW	0	11058
GPR162	0	8213
SIT1	0	1651
BBS9	35	476529
TNFRSF21	3	78413
AHDC1	3	69606
RNF115	2	77741
NFU1	4	41516
ERLEC1	6	31889
MMADHC	1	18184
KLHL20	4	71761
PCDH17	10	97277
CSDC2	0	15657
CNTN6	30	310659
LSM1	0	13410
LSM3	2	19642
SULT1B1	1	33745
TEKT2	0	4201
SRPX2	0	27134
VENTX	1	4026
RBMXL2	0	2215
RND1	0	8738
SPINK4	0	8370
R3HCC1L	6	110274
DIMT1	0	15378
SMPDL3B	0	24160
DHDH	0	11288
PDLIM3	2	34898
TP53TG5	0	4438
CRCP	3	39749
ADAMDEC1	4	21729
AMPH	12	247871
GCLM	2	22423
APEX2	0	7551
BMP10	2	6037
RBMS3	51	729084
MOCS3	0	3049
HPGDS	2	44321
ZNF330	0	13802
GLDC	9	113229
RAB30	2	90407
RBMX	0	11587
BHLHE22	0	3397
TOX3	10	109797
RPS6KA6	5	129590
ZNF638	7	158469
GOLIM4	2	85764
P2RY10	1	16610
UTP20	9	106493
RRP7A	0	11489
RABGEF1	4	182581
POLL	1	9389
PCSK1N	0	4533
TMEM97	0	9591
STK39	18	293576
TOR1B	1	8129
MCAT	0	11192
GLI1	0	12130
DESI1	0	23030
SGSM3	0	39699
GLI2	6	257031
GLI3	15	276071
GLI4	0	9495
BIN1	0	59305
GLRA1	5	102324
HTRA2	0	4152
GLRB	1	95966
MAT2B	1	16290
TOR2A	0	3826
EML4	10	163199
HSFY1P1	1	1862
TMEM121B	0	5069
GLS	5	84724
HDHD5	0	27768
CECR3	0	9874
PCLO	30	408877
GLRX	0	9025
GLUD2	0	2335
GLUD1P3	0	4069
AMT	0	5901
GLUL	2	10503
GM2A	1	17341
GMDS	40	621834
GMFB	1	14536
GML	0	12046
GNA11	0	27047
GNA12	3	116219
GNA15	0	27576
GNAI1	8	84586
GNAI2	2	33063
GNAI3	2	47269
GNAL	11	196670
GNAO1	4	166106
GNAQ	27	311029
GNAT1	0	6087
GNAT2	1	9817
GNAZ	0	54553
GNB1	1	105802
GNB2	1	5430
GNB3	0	7440
GNG3	0	1613
GNG4	3	103070
GNG5	0	8257
GNG7	1	191529
AMY2A	1	8402
GNG10	1	8676
GNG11	0	4811
GNGT1	37	319601
GNGT2	0	4341
GNRH1	0	5783
GNRH2	0	2124
GNRHR	2	18706
GNS	2	46005
ABO	1	20068
AMY2B	5	74345
GOLGA1	3	62814
GOLGA2	0	20161
GOLGA3	1	59932
GOLGA4	7	123689
GOLGB1	7	86569
GOT1	0	33904
GOT2	1	27212
SELENOH	0	2162
IGBP1P1	0	575
SSX6P	1	12702
SSX7	2	10840
SSX8P	2	11014
SSX9P	1	4630
WFDC10B	1	20369
SFN	0	1315
GP1BA	0	2734
GP2	1	17025
GP9	0	1609
GPI	0	37674
GPLD1	1	63789
GPM6A	38	369755
SLCO4A1	0	29851
SLCO3A1	18	318728
SLCO1B3	18	279403
GPM6B	8	167770
CMKLR2	3	42730
LINC00515	0	450
CCR10	0	2426
IFNL2	0	1576
IFNL3	0	1375
IFNL1	0	2348
AQP11	2	20966
GPR3	0	3170
DAOA-AS1	5	46625
OR51B5	12	164770
OR5J2	0	939
GPR4	1	12444
C10orf53	3	29273
JAKMIP3	1	80001
STK32C	2	125068
LINC00700	0	8876
BLOC1S2	0	13435
RBM20	15	195073
PDCD4-AS1	0	2015
ANG	0	10010
GPR6	0	1627
FLJ37201	0	6629
LINC01553	3	5484
LINC00841	1	60604
LOC283038	4	26435
ZMIZ1-AS1	2	125454
MKX	2	72976
WDR11-DT	6	89368
OR4C13	0	1029
OR4C12	0	1063
NPBWR1	0	987
KRT8P41	0	1828
SBF2-AS1	5	53027
H19	0	2660
MAJIN	0	33629
SLC25A45	0	8510
NEAT1	1	21760
LINC00900	1	5295
BCL9L	0	14763
FOXR1	0	9579
CCDC153	0	5748
OR8D1	0	927
CDH20	14	221378
OR8D2	0	936
KIRREL3-AS3	0	3149
LINC02873	0	44397
B3GAT1-DT	3	93356
LOC283194	8	124810
NPBWR2	0	1002
P4HA3	3	64154
PGM2L1	3	68142
DGAT2-DT	0	10193
KCTD21	1	17367
CRACR2B	0	5835
TMEM80	0	9438
CCDC88B	0	17317
TTC9C	1	10525
SLC22A24	3	64282
RCOR2	0	5624
HARBI1	0	13922
LINC00294	1	3305
IGSF22	2	21926
OR10A4	0	995
OLFML1	1	26007
LOC283299	3	55205
MRGPRG-AS1	0	4800
OTOGL	13	169638
C1RL-AS1	0	13544
CD163L1	4	89193
LINC02396	0	2981
TNS2-AS1	0	11250
RPL13P5	0	624
RASSF3	6	87055
B4GALNT3	3	101516
ANKRD52	1	20553
SLC39A5	0	7810
SPRYD4	0	2467
ADGRD1	7	187557
MORN3	3	21245
TRHDE-AS1	0	10963
PRLHR	0	2245
LINC02874	0	5275
LINC00592	0	12884
LINC01465	0	1684
DPY19L2	11	109662
LINC01559	1	6075
GAS2L3	4	51197
LINC00485	0	15117
ITFG2-AS1	0	10470
MYO1H	0	59653
HECTD4	18	221905
HNF1A-AS1	1	2455
C12orf40	20	282131
GXYLT1	4	63026
TMPRSS12	3	44963
FGF14-IT1	7	102200
FGF14-AS2	0	1128
LINC00551	0	13849
PRECSIT	0	6322
CHAMP1	0	12839
OR7E156P	0	5134
GPR12	0	5584
SUGT1P3	1	9886
SIAH3	4	71431
TMEM272	3	31804
LINC00639	14	198933
LINC01588	1	25809
GPR137C	8	84566
PROX2	2	10802
ZDHHC22	0	10522
TMED8	2	36196
C14orf178	1	8913
LINC01148	1	16978
HISLA	6	62795
FAM181A-AS1	1	21643
SNHG10	0	1961
LINC02914	1	6154
SLC25A47	0	7037
LINC00523	0	15477
LINC00641	0	6822
TSSK4	0	2552
FAM177A1	7	38477
TEDC1	0	9394
HMGN2P46	1	45595
SLC24A5	2	21421
PRTG	4	131439
LINC00926	0	7405
EWSAT1	1	22898
REC114	8	116855
LOC283683	0	20924
ST20-AS1	0	2084
LINC00927	7	78738
CPEB1-AS1	5	45052
ACTG1P17	1	13883
OR4N4	0	1343
UTS2R	0	1170
LINC03034	0	8080
SAXO2	2	22116
NTRK3-AS1	0	18337
FAM98B	3	30736
PLA2G4D	0	26872
HERC2P3	7	123066
LINC00928	0	19105
GOLGA6L1	0	9757
FAM169BP	5	77221
LOC283788	4	45834
GOLGA8IP	1	7502
GPR15	0	1252
FBXL22	0	5069
NOMO2	2	62253
TERB1	5	46645
CES4A	0	21168
EXOC3L1	1	10775
GNAO1-DT	10	98108
LINC00304	0	4456
NPW	0	1236
BRICD5	0	1816
GREP1	0	5456
LINC00921	0	3799
IL21R-AS1	0	5724
C16orf54	0	3555
INO80E	0	9582
LINC01566	2	28298
PDPR2P	2	35850
NUDT7	2	19769
FBXL19-AS1	0	3951
ZNF843	2	7464
NHLRC4	0	2464
TMEM114	0	2725
PDXDC2P-NPIPB14P	4	89650
LINC00469	2	79268
FADS6	0	16233
HID1	0	22062
TSEN54	1	8212
UBALD2	0	6094
TMEM235	0	9678
ANGPT1	23	248545
GPR17	0	6775
CCDC57	4	111344
LOC284009	0	8456
VMO1	0	1150
C17orf58	0	2549
MILR1	0	3192
RNF227	0	2626
LINC00324	0	3414
LINC00670	4	87220
CDRT4	3	31594
CCDC144BP	7	87816
CFAP97D1	0	4252
FAM171A2	0	10135
MEIOC	2	21897
TTLL6	2	54877
PICART1	0	5391
NA	0	2786
KRT18P55	2	31397
NEK8	0	13953
PIGW	0	4304
C17orf78	1	16678
GPR18	0	3874
YWHAEP7	2	41791
CISD3	0	5349
GSDMA	0	14794
KRT42P	0	13873
FAM27E5	0	1130
FLJ36000	0	9009
SLC26A11	0	33109
ENDOV	0	22918
NDUFAF8	0	1994
LINC00482	0	6425
TMEM105	1	19403
LGALS9B	2	17673
GPR19	2	35127
METRNL	0	15025
DLGAP1-AS5	3	31399
LAMA1	7	176071
CYP4F35P	0	5102
KCTD1	15	202492
DYNAP	0	8335
BOD1L2	0	3347
LINC00907	38	504757
SIGLEC15	0	16977
PTGR3	0	12004
LINC00908	1	31173
HMSD	0	11058
LINC01924	15	319503
SSC5D	1	30597
GPR20	0	10779
ZIK1	0	8131
ZNF776	3	76191
ZSCAN1	1	20566
ZNF780A	0	21787
C19orf54	0	9648
PRR19	0	8690
TMEM145	0	11738
LOC284344	2	36856
ZNF575	0	10636
PPP1R37	1	54113
TPRX1	0	2431
MAMSTR	0	6722
EMC10	0	6952
LINC01869	0	1198
KLK9	0	13627
SIGLEC17P	1	6196
SIGLECL1	1	18251
ZNF615	3	16897
ZNF841	2	31300
LOC284379	0	3867
ACTL9	0	1422
OR2Z1	0	945
ZNF561-AS1	0	13381
ZNF763	1	55316
ZNF844	0	13081
VSTM2B-DT	3	238742
SCGB2B2	0	1145
