seqnames	start	end	width	strand	gene_id	gene_symbol
chr20	49202647	49307916	105270	-	140876	RIPOR3
chr20	23431041	23433482	2442	-	140880	CST11
chr20	207899	210527	2629	+	140881	DEFB129
chr22	22838772	22863505	24734	-	140883	ZNF280B
chr20	1874813	1920540	45728	+	140885	SIRPA
chrX	90689597	90693583	3987	+	140886	PABPC5
chr5	65440046	65479444	39399	+	140890	SREK1
chr20	60985293	61002629	17337	-	140893	RBBP8NL
chr20	34556529	34618622	62094	+	140894	CNBD2
chr21	44589141	44592913	3773	+	1409	CRYAA
chr20	2082528	2129198	46671	+	140901	STK35
chr20	42965798	42979432	13635	+	140902	R3HDML
chr5	134779904	134783038	3135	-	140947	DCANP1
chr3	119298523	119308792	10270	+	141	ADPRH
chr11	111779350	111782473	3124	-	1410	CRYAB
chr17	27573875	27581502	7628	+	1411	CRYBA1
chr2	219854912	219858127	3216	-	1412	CRYBA2
chr22	27017928	27026636	8709	+	1413	CRYBA4
chr22	26995362	27013991	18630	-	1414	CRYBB1
chr22	25615612	25627836	12225	+	1415	CRYBB2
chr22	25844054	25907585	63532	+	1416	CRYBB2P1
chr22	25595817	25603326	7510	+	1417	CRYBB3
chr2	209025464	209028297	2834	-	1418	CRYGA
chr2	209007297	209010877	3581	-	1419	CRYGB
chr1	226548392	226595801	47410	-	142	PARP1
chr2	208992861	208994554	1694	-	1420	CRYGC
chr2	208986331	209028297	41967	-	1421	CRYGD
chr1	1550795	1565990	15196	+	142678	MIB2
chr2	183943287	183964722	21436	+	142679	DUSP19
chr9	140123400	140131006	7607	+	142680	SLC34A3
chr1	160914816	160924589	9774	-	142683	ITLN2
chrX	102754681	102774417	19737	-	142684	RAB40A
chr7	123241921	123277932	36012	+	142685	ASB15
chr3	57302379	57326710	24332	-	142686	ASB14
chrX	63444072	63450511	6440	-	142689	ASB12
chr3	186256232	186264491	8260	-	1427	CRYGS
chr16	21250195	21314404	64210	-	1428	CRYM
chr10	96953957	96988686	34730	+	142827	ACSM6
chr10	76871393	76941881	70489	+	142891	SAMD8
chr1	75171172	75199092	27921	-	1429	CRYZ
chr10	90346519	90366733	20215	+	142910	LIPJ
chr10	89578070	89605369	27300	+	142913	CFL1P1
chr10	116697915	116737439	39525	+	142940	TRUB1
chr13	24995069	25086948	91880	-	143	PARP4
chr10	28339923	28591995	252073	-	143098	MPP7
chr12	56665483	56694175	28693	-	1431	CS
chr10	49364601	49482941	118341	-	143162	FRMPD2
chr10	114206756	114578504	371749	+	143187	VTI1A
chr6	35995454	36079013	83560	+	1432	MAPK14
chr10	82095861	82116514	20654	-	143241	DYDC1
chr10	81272357	81276192	3836	+	143244	EIF5AL1
chr10	93170096	93274520	104425	+	143279	HECTD2
chr10	93666345	93669258	2914	-	143282	FGFBP3
chr10	118423207	118429775	6569	-	143379	C10orf82
chr10	120433634	120514758	81125	-	143384	CACUL1
chr20	47662783	47713497	50715	+	1434	CSE1L
chr11	7260009	7490276	230268	+	143425	SYT9
chr11	35965612	36252841	287230	+	143458	LDLRAD3
chr18	23713816	23773319	59504	+	143471	PSMA8
chr11	4388493	4389616	1124	-	143496	OR52B4
chr1	110453233	110473616	20384	+	1435	CSF1
chr11	4592653	4599050	6398	-	143501	C11orf40
chr11	4608021	4609135	1115	+	143502	OR52I2
chr11	4665156	4676716	11561	+	143503	OR51E1
chr11	74518784	74660232	141449	-	143570	XRRA1
chr5	149432854	149492935	60082	-	1436	CSF1R
chr11	5535623	5537956	2334	-	143630	UBQLNL
chr11	26580579	26593815	13237	-	143662	MUC15
chr11	573808	575885	2078	-	143666	LOC143666
chr11	45928086	45928833	748	-	143678	C11orf94
chr11	95502106	95522954	20849	-	143684	FAM76B
chr11	94898677	94965705	67029	-	143686	SESN3
chr11	94277006	94354587	77582	+	143689	PIWIL4
chr5	131409485	131411863	2379	+	1437	CSF2
chr11	100558407	100861656	303250	+	143872	ARHGAP42
chr11	105921825	105948465	26641	-	143879	KBTBD3
chr11	107197072	107328572	131501	-	143884	CWF19L2
chr11	108342833	108369159	26327	-	143888	POGLUT3
chr22	37309675	37336479	26805	+	1439	CSF2RB
chr11	111411233	111432470	21238	+	143903	LAYN
chr11	118398210	118401740	3531	+	143941	TTC36
chr17	38171614	38174066	2453	+	1440	CSF3
chr11	63580923	63595190	14268	+	144097	SPINDOC
chr1	36931644	36948915	17272	-	1441	CSF3R
chr11	16800548	17035963	235416	-	144100	PLEKHA7
chr11	18627948	18656020	28073	-	144108	SPTY2D1
chr11	18720351	18726332	5982	+	144110	TMEM86A
chr11	6866914	6867867	954	+	144124	OR10A5
chr11	6806248	6807245	998	+	144125	OR2AG1
chr11	6518526	6593254	74729	+	144132	DNHD1
chr12	42852140	42983572	131433	-	144165	PRICKLE1
chr12	96337071	96362370	25300	+	144193	AMDHD1
chr12	7966397	8043744	77348	-	144195	SLC2A14
chr17	61972268	61974021	1754	-	1442	CSH1
chr12	50229826	50236912	7087	-	144233	BCDIN3D
chr12	38710557	38723528	12972	+	144245	ALG10B
chr17	61949372	61951089	1718	-	1443	CSH2
chr12	75784850	75826177	41328	+	144321	GLIPR1L2
chr12	124773710	124800570	26861	+	144347	RFLNA
chr12	124457762	124499986	42225	+	144348	ZNF664
chr12	24719898	24737102	17205	-	144360	LINC00477
chr12	25348150	25357949	9800	+	144363	ETFRF1
chr17	61986965	61988618	1654	-	1444	CSHL1
chr12	39046002	39299420	253419	-	144402	CPNE8
chr12	122150658	122219974	69317	+	144404	TMEM120B
chr12	122356463	122441832	85370	+	144406	CFAP251
chr12	129338081	129469509	131429	+	144423	GLT1D1
chr12	85408094	85430055	21962	-	144448	TSPAN19
chr12	70037334	70093196	55863	-	144453	BEST3
chr12	77415026	77459360	44335	-	144455	E2F7
chr12	93936239	93965544	29306	-	144481	SOCS2-AS1
chr12	94853779	94856344	2566	+	144486	CEP83-DT
chr15	75074425	75095539	21115	+	1445	CSK
chr12	52562780	52585784	23005	-	144501	KRT80
chr12	8975150	9039597	64448	+	144568	A2ML1
chr12	9217773	9220651	2879	+	144571	A2M-AS1
chr12	64586419	64616076	29658	-	144577	KICS2
chr4	70796799	70812288	15490	+	1446	CSN1S1
chr12	14956506	14976791	20286	+	144608	C12orf60
chr12	1675159	1703331	28173	-	144699	FBXL14
chr4	70820974	70826726	5753	-	1447	CSN2
chr12	110940005	110969891	29887	+	144715	RAD9B
chr12	111798455	111806925	8471	-	144717	PHETA1
chr12	119721630	119741185	19556	-	144742	LINC00934
chr13	91543208	91578851	35644	-	144776	LINC00410
chr4	71108333	71117145	8813	+	1448	CSN3
chr13	43355686	43365685	10000	+	144809	FAM216B
chr13	44453420	44468068	14649	+	144811	LACC1
chr13	45373640	45383766	10127	-	144817	LINC00330
chr13	106359218	106414143	54926	+	144920	LINC00343
chr13	53191605	53217919	26315	+	144983	HNRNPA1L2
chr13	50746154	50747751	1598	+	145165	ST13P4
chr13	31774112	31906411	132300	+	145173	B3GLCT
chr5	148875457	148931115	55659	-	1452	CSNK1A1
chr14	102196774	102198862	2089	+	145200	LINC00239
chr14	104314058	104324386	10329	+	145216	PPP1R13B-DT
chr14	68168603	68201168	32566	+	145226	RDH12
chr14	70712470	70714518	2049	-	145241	ADAM21P1
chr14	95234560	95236499	1940	-	145258	GSC
chr14	94953620	94984181	30562	-	145264	SERPINA12
chr14	94184644	94254766	70123	-	145270	PRIMA1
chr14	37667118	38020464	353347	+	145282	MIPOL1
chr17	80200537	80231594	31058	-	1453	CSNK1D
chr14	65016620	65056096	39477	+	145376	PPP1R36
chr14	61447832	61550451	102620	+	145389	SLC38A6
chr22	38686697	38794527	107831	-	1454	CSNK1E
chr14	58470808	58764855	294048	-	145407	ARMH4
chr14	52116236	52118462	2227	-	145438	FRMD6-AS1
chr14	51338878	51371688	32811	+	145447	ABHD12B
chr14	71954578	71956420	1843	+	145474	LOC145474
chr14	74318534	74352168	33635	+	145482	PTGR2
chr14	74399695	74417117	17423	-	145483	FAM161B
chr14	77292725	77336645	43921	+	145497	LRRC74A
chr19	1941161	1981336	40176	+	1455	CSNK1G2
chr14	77940738	77965210	24473	-	145501	ISM2
chr14	80943326	81425828	482503	-	145508	CEP128
chr14	24681945	24685276	3332	-	145553	MDP1
chr14	91006932	91282761	275830	-	145567	TTC7B
chr14	42076764	42373752	296989	+	145581	LRFN5
chr5	122847793	122952738	104946	+	1456	CSNK1G3
chr15	25380789	25383200	2412	+	145624	PWAR1
chr15	45248900	45271421	22522	+	145645	TERB2
chr15	45670898	45672321	1424	+	145663	NA
chr20	463338	524482	61145	-	1457	CSNK2A1
chr15	62359176	62363116	3941	+	145741	C2CD4A
chr15	100255906	100273626	17721	-	145748	LYSMD4
chr15	59730372	59815751	85380	+	145773	FAM81A
chr15	57884102	58009755	125654	+	145781	GCOM1
chr15	57178368	57210697	32330	-	145783	LOC145783
chr15	55700723	55710910	10188	+	145788	PIERCE2
chr15	99511459	99551024	39566	-	145814	PGPEP1L
chr15	95976322	96051076	74755	+	145820	LINC00924
chr15	69755446	69863779	108334	+	145837	DRAIC
chr15	37156644	37178734	22091	-	145845	LOC145845
chr15	67813522	67819641	6120	+	145853	C15orf61
chr15	93014907	93044347	29441	+	145858	C15orf32
chr15	89420519	89438770	18252	-	145864	HAPLN3
chr15	90303822	90321982	18161	+	145873	MESP2
chr16	58191812	58231782	39971	-	1459	CSNK2A2
chr15	38226827	38259925	33099	+	145942	TMCO5A
chr15	97326679	97328845	2167	+	145946	SPATA8
chr15	76234328	76304785	70458	-	145957	NRG4
chr15	88120160	88122917	2758	+	145978	LINC00052
chr20	4201278	4229659	28382	-	146	ADRA1D
chr15	43650370	43662258	11889	-	146050	ZSCAN29
chr15	43036542	43213007	176466	-	146057	TTBK2
chr15	43015760	43029417	13658	-	146059	CDAN1
chr16	84043389	84075762	32374	-	146167	SLC38A8
chr16	22103863	22168287	64425	+	146177	VWA3A
chr16	21689835	21772050	82216	+	146183	OTOA
chr16	68564048	68609945	45898	+	146198	ZFP90
chr5	82767493	82878122	110630	+	1462	VCAN
chr16	67679030	67691472	12443	+	146206	CARMIL2
chr16	67323393	67360661	37269	-	146212	KCTD19
chr16	66648653	66730610	81958	-	146223	CMTM4
chr16	66613351	66622177	8827	+	146225	CMTM2
chr16	66461200	66527432	66233	+	146227	BEAN1
chr16	10721361	10788802	67442	-	146279	TEKT5
chr19	19322782	19363061	40280	+	1463	NCAN
chr16	2016875	2018976	2102	+	146310	RNF151
chr16	610422	615529	5108	+	146325	PRR35
chr16	742500	755825	13326	-	146330	FBXL16
chr16	1114082	1128731	14650	-	146336	SSTR5-AS1
chr16	30034655	30036023	1369	+	146378	C16orf92
chr16	27798850	28074830	275981	-	146395	GSG1L
chr15	75966663	76005189	38527	-	1464	CSPG4
chr16	89262169	89266529	4361	-	146429	SLC22A31
chr16	70613798	70694585	80788	+	146433	IL34
chr16	3486110	3493490	7381	-	146434	ZNF597
chr16	3077868	3085542	7675	-	146439	BICDL2
chr16	69377149	69385712	8564	-	146456	TMED6
chr16	34711785	34714967	3183	-	146481	FRG2DP
chr1	201452658	201476387	23730	-	1465	CSRP1
chr16	86588926	86590905	1980	+	146512	FLJ30679
chr16	86320037	86326995	6959	+	146513	LINC02135
chr16	30590294	30597092	6799	-	146540	ZNF785
chr16	30581019	30583728	2710	-	146542	ZNF688
chr16	31150247	31161415	11169	-	146547	PRSS36
chr16	5094123	5116146	22024	-	146556	C16orf89
chr16	4784289	4799397	15109	+	146562	DNAAF8
chr12	77252496	77272799	20304	-	1466	CSRP2
chr17	74864798	74946471	81674	+	146664	MGAT5B
chr17	17746822	17875784	128963	-	146691	TOM1L2
chr17	79202077	79212891	10815	-	146705	TEPSIN
chr17	80900031	81009686	109656	-	146712	B3GNTL1
chr17	77085427	77512230	426804	-	146713	RBFOX3
chr17	72690452	72709108	18657	-	146722	CD300LF
chr17	72581057	72590348	9292	+	146723	CD300LD-AS1
chr17	7621079	7737058	115980	+	146754	DNAH2
chr17	1837971	1928178	90208	-	146760	RTN4RL1
chr17	61934376	61941739	7364	+	146771	TCAM1P
chr17	60447579	60493839	46261	+	146779	EFCAB3
chr17	79670400	79688046	17647	+	1468	SLC25A10
chr17	19581628	19622292	40665	-	146802	SLC47A2
chr17	14139173	14140150	978	-	146822	CDRT15
chr17	9479944	9546776	66833	+	146845	CFAP52
chr17	8633246	8648154	14909	-	146849	CCDC42
chr17	8706055	8770994	64940	-	146850	PIK3R6
chr17	8243188	8249363	6176	+	146852	ODF4
chr17	34087916	34092098	4183	+	146853	C17orf50
chr17	33762115	33775856	13742	-	146857	SLFN13
chr17	33519539	33521412	1874	-	146861	SLC35G3
chr17	33474836	33516364	41529	+	146862	UNC45B
chr17	62745780	62778117	32338	-	146880	ARHGAP27P1
chr17	41924516	41940997	16482	+	146894	CD300LG
chr20	23728190	23731574	3385	-	1469	CST1
chr17	43002079	43025079	23001	-	146909	KIF18B
chr17	41132582	41145707	13126	+	146923	RUNDC1
chr17	48450581	48458820	8240	+	146956	EME1
chr5	159343740	159400017	56278	+	147	ADRA1B
chr20	23804404	23807312	2909	-	1470	CST2
chr17	26684687	26689089	4403	+	147007	TMEM199
chr17	27030534	27038872	8339	-	147011	PROCA1
chr17	27224799	27230089	5291	-	147015	DHRS13
chr17	7255208	7258262	3055	+	147040	KCTD11
chr17	39705858	39710747	4890	-	147093	LINC00974
chr20	23608534	23618574	10041	-	1471	CST3
chr17	79910383	79919057	8675	-	147111	NOTUM
chr17	76126859	76139049	12191	+	147138	TMC8
chr17	18601311	18639431	38121	+	147166	TRIM16L
chr17	28903483	28992716	89234	+	147172	LRRC37BP1
chr17	38375574	38438439	62866	+	147179	WIPF2
chr17	38904273	38911584	7312	-	147183	KRT25
chr17	38975344	38992526	17183	+	147184	KRT10-AS1
chr11	193080	194573	1494	+	147199	SCGB1C1
chr20	23666277	23669662	3386	-	1472	CST4
chr20	23856572	23860380	3809	-	1473	CST5
chr18	51851062	51880943	29882	-	147323	STARD6
chr18	43753988	43846955	92968	+	147339	C18orf25
chr18	57098171	57364644	266474	-	147372	CCBE1
chr18	70203915	70211723	7809	-	147381	CBLN2
chr11	65779462	65780976	1515	+	1474	CST6
chr18	29339659	29340843	1185	-	147407	SLC25A52
chr18	28956740	28993880	37141	+	147409	DSG4
chr18	24445272	24770658	325387	+	147429	AQP4-AS1
chr18	21179978	21242849	62872	-	147463	ANKRD29
chr18	10454625	10488698	34074	+	147495	APCDD1
chr3	122044011	122060815	16805	+	1475	CSTA
chr18	5236723	5238028	1306	-	147525	LINC00526
chr21	45193546	45196256	2711	-	1476	CSTB
chr19	51834795	51845378	10584	-	147645	VSIG10L
chr19	51891543	51893828	2286	-	147646	C19orf84
chr19	52196593	52208443	11851	+	147650	SPACA6
chr19	52800426	52829174	28749	+	147657	ZNF480
chr19	52932440	52955568	23129	+	147658	ZNF534
chr19	52956829	53020131	63303	+	147660	ZNF578
chr19	53517344	53519833	2490	+	147664	ERVV-1
chr19	57154527	57168614	14088	+	147670	SMIM17
chr19	58469805	58485902	16098	-	147685	C19orf18
chr19	58433252	58446740	13489	-	147686	ZNF418
chr19	58417142	58427978	10837	-	147687	ZNF417
chr19	57901218	57913919	12702	+	147694	ZNF548
chr19	46001731	46005764	4034	+	147699	PPM1N
chr20	54967427	54979582	12156	+	1477	CSTF1
chr19	45843998	45854778	10781	+	147700	KLC3
chr19	45116940	45140081	23142	+	147710	IGSF23
chr19	42341150	42348508	7359	-	147719	LYPD4
chr19	10762538	10764548	2011	-	147727	ILF3-DT
chr19	9577031	9609279	32249	-	147741	ZNF560
chr19	55888204	55889612	1409	+	147744	TMEM190
chr19	40885178	40896094	10917	-	147746	HIPK4
chr19	54663834	54676944	13111	-	147798	TMC4
chrX	100075348	100095923	20576	+	1478	CSTF2
chr19	53935227	53947925	12699	+	147804	TPM3P9
chr19	56111730	56114504	2775	+	147807	ZNF524
chr19	56132107	56135941	3835	-	147808	ZNF784
chr19	12428304	12444534	16231	-	147837	ZNF563
chr19	11257831	11266484	8654	-	147841	SPC24
chr19	49891475	49921256	29782	+	147872	KASH5
chr11	33106130	33183037	76908	-	1479	CSTF3
chr19	47150869	47164395	13527	-	147906	DACT3
chr19	46268043	46272497	4455	-	147912	SIX5
chr19	46651039	46664561	13523	+	147920	IGFL2
chr19	37569382	37620651	51270	+	147923	ZNF420
chr19	36673187	36705986	32800	-	147929	ZNF565
chr19	56347944	56393220	45277	+	147945	NLRP4
chr19	56879468	56891196	11729	+	147947	ZNF542P
chr19	56894648	56904894	10247	-	147948	ZNF582
chr19	56915383	56936400	21018	+	147949	ZNF583
chr19	38893775	38899728	5954	+	147965	FAM98C
chr19	39220832	39235114	14283	-	147968	CAPN12
chr19	32896655	32976799	80145	+	147991	DPY19L3
chr8	26605667	26722922	117256	-	148	ADRA1A
chr19	40146558	40151287	4730	+	148003	LGALS16
chr19	40721965	40724306	2342	-	148014	TTC9B
chr19	4815936	4831754	15819	-	148022	TICAM1
chr19	1267470	1270259	2790	-	148046	CIRBP-AS1
chr19	5455426	5456867	1442	+	148066	ZNRF4
chr19	35248979	35264134	15156	-	148103	ZNF599
chr19	35715704	35719628	3925	-	148109	FAM187B
chr19	19649074	19657468	8395	+	148113	CILP2
chr19	36249044	36260077	11034	+	148137	PROSER3
chr19	29456038	29460055	4018	+	148145	LINC00906
chr19	8920382	8942975	22594	-	148156	ZNF558
chr19	54976210	54984422	8213	-	148170	CDC42EP5
chr19	28281401	28284848	3448	-	148189	LINC00662
chr19	22573899	22605148	31250	-	148198	ZNF98
chr5	172659107	172662315	3209	-	1482	NKX2-5
chr19	21541735	21571384	29650	+	148203	ZNF738
chr19	21264953	21307883	42931	+	148206	ZNF714
chr19	23921997	23941693	19697	-	148213	ZNF681
chr19	1461762	1479228	17467	-	148223	C19orf25
chr19	1782074	1812275	30202	-	148229	ATP8B3
chr19	16144018	16152918	8901	+	148231	LINC00905
chr19	2714565	2721390	6826	-	148252	DIRAS1
chr19	2841433	2860472	19040	+	148254	ZNF555
chr19	37902060	37960169	58110	-	148266	ZNF569
chr19	37958674	37976242	17569	+	148268	ZNF570
chr1	114631914	114696472	64559	-	148281	SYT6
chr1	209955662	209957890	2229	-	148304	C1orf74
chr1	153940315	153946840	6526	+	148327	CREB3L4
chr1	11006530	11042094	35565	-	148345	C1orf127
chr1	222885906	222906106	20201	+	148362	BROX
chr1	860530	879961	19432	+	148398	SAMD11
chr1	1334910	1337426	2517	+	148413	MRPL20-AS1
chr1	84764049	84816481	52433	+	148418	SAMD13
chr1	85715637	85725355	9719	-	148423	C1orf52
chr1	6673756	6684093	10338	+	148479	PHF13
chr1	150254953	150259501	4549	+	148523	CIART
chr1	95558073	95663161	105089	+	148534	TLCD4
chr1	108765963	108786703	20741	-	148545	NBPF4
chr1	64669490	64710027	40538	+	148581	UBE2U
chr1	85018804	85040163	21360	-	1486	CTBS
chr1	234040679	234460262	419584	+	148641	SLC35F3
chr1	207991724	207995941	4218	+	148696	LOC148696
chr4	1205228	1242908	37681	-	1487	CTBP1
chr1	202830882	202844369	13488	+	148709	ACTG1P25
chr1	202137179	202158577	21399	+	148713	PTPRVP
chr1	145413191	145417545	4355	+	148738	HJV
chr1	145549209	145568526	19318	+	148741	ANKRD35
chr1	179696915	179785333	88419	+	148753	FAM163A
chr1	235610505	235667781	57277	-	148789	B3GALNT2
chr10	126676418	126849624	173207	-	1488	CTBP2
chr1	205538112	205572046	33935	+	148808	MFSD4A
chr1	205797150	205819276	22127	-	148811	PM20D1
chr1	247670394	247739848	69455	+	148823	GCSAML
chr1	247687981	247694106	6126	-	148824	GCSAML-AS1
chr1	101361632	101447311	85680	+	148867	SLC30A7
chr1	3668965	3688209	19245	+	148870	CCDC27
chr1	23695464	23698330	2867	+	148898	ZNF436-AS1
chr16	30907928	30914881	6954	+	1489	CTF1
chr1	47011316	47016887	5572	-	148930	KNCN
chr1	47073387	47082563	9177	-	148932	MOB3C
chr1	53971906	54199877	227972	-	148979	GLIS1
chr6	132269317	132272518	3202	-	1490	CCN2
chr1	146334190	146467744	133555	+	149013	NBPF12
chr1	153175906	153177601	1696	+	149018	LELP1
chr1	173900352	173962210	61859	-	149041	RC3H1
chr1	78695283	78835147	139865	+	149047	MGC27382
chr1	32674695	32681797	7103	+	149069	DCDC2B
chr1	33722174	33766320	44147	+	149076	ZNF362
chr1	31971839	31974167	2329	+	149086	LDC1P
chr1	155006282	155023406	17125	+	149095	DCST1
chr1	70876901	70905534	28634	+	1491	CTH
chr1	224804179	224928249	124071	+	149111	CNIH3
chr1	246939315	246955685	16371	+	149134	LINC01341
chr1	38259774	38267278	7505	+	149175	MANEAL
chr1	67604590	67725650	121061	+	149233	IL23R
chr1	170115188	170136923	21736	+	149281	NTMT2
chr1	166026690	166135958	109269	-	149297	FAM78B
chr2	204732511	204738683	6173	+	1493	CTLA4
chr1	201857797	201861715	3919	+	149345	SHISA4
chr1	231468482	231473578	5097	-	149371	EXOC8
chr1	231319845	231323373	3529	-	149373	TRIM67-AS1
chr1	26437656	26452039	14384	+	149420	PDIK1L
chr1	151009029	151020076	11048	+	149428	BNIPL
chr1	43198764	43205925	7162	-	149461	CLDN19
chr1	43638001	43720029	82029	+	149465	CFAP57
chr1	43747557	43751288	3732	-	149466	C1orf210
chr1	44457280	44462198	4919	+	149473	CCDC24
chr1	45274154	45279801	5648	+	149478	BTBD19
chr1	46085716	46089731	4016	-	149483	CCDC17
chr1	156890424	156902880	12457	+	149499	LRRC71
chr5	138089107	138270723	181617	+	1495	CTNNA1
chr1	16330731	16333184	2454	+	149563	SRARP
chr2	79412357	80875988	1463632	+	1496	CTNNA2
chr1	228675068	228683889	8822	+	149603	RNF187
chr1	111823146	111828730	5585	+	149620	CHIAP2
chr1	158901337	158946849	45513	+	149628	PYHIN1
chr1	213003485	213020991	17507	-	149643	SPATA45
chr1	212797789	212800120	2332	+	149647	GARIN4
chr20	37209838	37217104	7267	+	149685	ADIG
chr20	42354801	42355642	842	-	149699	GTSF1L
chr17	3539762	3566397	26636	+	1497	CTNS
chr20	43738093	43743813	5721	-	149708	WFDC5
chr20	57090435	57194948	104514	+	149773	APCDD1L-DT
chr20	57393973	57425958	31986	-	149775	GNAS-AS1
chr20	4711928	4721314	9387	-	149830	PRNT
chr20	5479218	5485242	6025	-	149837	LINC00654
chr20	5731043	5844559	113517	+	149840	SHLD1
chr3	41236401	41281939	45539	+	1499	CTNNB1
chr20	26084052	26094677	10626	-	149934	NCOR1P1
chr20	31175281	31196694	21414	+	149950	NOL4L-DT
chr20	31290493	31331814	41322	-	149951	COMMD7
chr20	31669318	31699557	30240	+	149954	BPIFB4
chr20	60697517	60710434	12918	+	149986	LSM14B
chr21	14410487	14490571	80085	+	149992	ANKRD30BP2
chr21	15481135	15583212	102078	-	149998	LIPI
chr17	74449433	74466199	16767	+	15	AANAT
chr10	112836790	112840662	3873	+	150	ADRA2A
chr11	57520715	57586652	65938	+	1500	CTNND1
chr21	15646120	15710337	64218	+	150000	ABCC13
chr21	40777770	40817670	39901	-	150082	LCA5L
chr21	41117334	41174023	56690	+	150084	IGSF5
chr21	44834398	44847002	12605	-	150094	SIK1
chr5	10971952	11904110	932159	-	1501	CTNND2
chr21	43131680	43135935	4256	-	150135	LINC00479
chr21	43522244	43528644	6401	-	150147	UMODL1-AS1
chr4	103806205	103940896	134692	-	150159	SLC9B1
chr22	17071648	17073700	2053	-	150160	CCT8L2
chr22	17264306	17302584	38279	-	150165	XKR3
chr22	19553653	19554362	710	-	150185	LINC00895
chr22	20193855	20196060	2206	+	150197	LINC00896
chr22	21319418	21335649	16232	+	150209	AIFM3
chr22	21982378	21984340	1963	-	150223	YDJC
chr22	23732792	23744799	12008	-	150244	ZDHHC8BP
chr22	24105208	24108050	2843	+	150248	C22orf15
chr22	29138043	29153496	15454	+	150274	HSCB
